rooms,garages,useful_area,value,interior_quality,time_on_market,has_outlier
3.0,4.0,300.0,3181930.0,3,305.8826803869169,0
1.0,1.0,50.0,733506.0,3,62.8637985259866,0
3.0,2.0,115.0,635274.0,4,32.0,0
3.0,3.0,140.0,687239.0,5,32.0,0
2.0,1.0,90.0,822583.0,5,47.96564875002754,0
4.0,6.0,366.0,4983680.0,2,83.46057461777085,0
2.0,1.0,87.0,861329.0,2,66.65128837550907,0
3.0,4.0,141.0,1642620.0,2,65.94805243498878,0
4.0,2.0,309.0,2507510.0,3,5.342457428797345,0
2.0,1.0,97.0,1050950.0,4,294.95535035942765,0
3.0,4.0,210.0,3505160.0,4,67.14696717484537,0
4.0,4.0,380.0,4423320.0,3,202.35703035644437,0
1.0,1.0,40.0,433381.0,5,69.0,0
3.0,2.0,137.0,1388800.0,5,100.37552238194364,0
2.0,2.0,124.0,117605875.68,3,40.0,1
2.0,1.0,1863.55,398860.0,4,74.0,1
2.0,1.0,121.0,910332.0,2,5.001209233471138,0
4.0,3.0,187.0,1876840.0,1,44.0,0
2.0,1.0,41.0,221027.0,4,38.641475834539364,0
3.0,2.0,146.0,1076000.0,1,12.0,0
3.0,2.0,442.0,4657940.0,1,357.93233086981667,0
3.0,3.0,240.0,2818930.0,2,124.0,0
2.0,1.0,56.0,580051.0,2,75.65158146778548,0
4.0,3.0,250.0,2021650.0,5,172.0,0
3.0,2.0,235.0,2509420.0,4,186.0,0
3.0,3.0,234.0,2102750.0,4,72.6933321764144,0
2.0,1.0,75.0,840479.0,2,338.4295866009043,0
4.0,3.0,340.0,4612730.0,5,197.59784205891629,0
2.0,2.0,130.0,1446260.0,1,51.0,0
3.0,2.0,227.0,2989670.0,2,22.087118706918112,0
4.0,3.0,371.0,4439640.0,3,128.01057481710765,0
3.0,2.0,240.0,2708970.0,3,83.83968221376493,0
2.0,1.0,82.0,546740.0,2,31.0,0
2.0,2.0,117.0,1101930.0,5,40.45582039009498,0
2.0,12.0,78.0,699255.0,4,205.0,1
2.0,1.0,67.0,473874.0,2,261.75061267838714,0
2.0,1.0,60.0,738671.0,2,83.97697057035046,0
2.0,1.0,56.0,439722.0,2,103.0,0
2.0,1.0,75.0,714542.0,1,27.0,0
2.0,1.0,98.0,826535.0,1,65.0,0
2.0,1.0,57.0,85813304.37,5,128.41707584188302,1
4.0,4.0,370.0,3006700.0,2,43.67442350381432,0
4.0,3.0,203.0,3623160.0,5,49.040581866650065,0
1.0,1.0,46.0,558694.0,5,2.0,0
3.0,1.0,104.0,682992.0,4,180.0,0
2.0,1.0,127.0,1259880.0,2,169.0,0
2.0,1.0,132.0,972138.0,4,38.0,0
2.0,1.0,78.0,897910.0,3,309.0,0
3.0,1.0,210.0,2789900.0,1,65.78798982485225,0
3.0,1.0,72.0,692746.0,5,28.62993901521525,0
3.0,2.0,86.0,839114.0,3,22.470390383486738,0
3.0,2.0,76.0,371864.0,3,46.28014758317904,0
3.0,4.0,379.0,4385490.0,3,194.79666466100173,0
3.0,2.0,155.0,1809200.0,2,69.0,0
2.0,1.0,55.0,464706.0,4,14.0,0
4.0,5.0,400.0,4094820.0,1,167.0,0
4.0,3.0,247.0,1532650.0,4,34.0,0
3.0,2.0,88.0,630915.0,4,26.074948755558427,0
2.0,1.0,62.0,422841.0,5,96.0,0
2.0,2.0,95.0,976351.0,1,41.0,0
2.0,1.0,61.0,564268.0,4,118.0,0
4.0,3.0,167.0,1883690.0,1,193.9001481521601,0
2.0,1.0,71.0,667691.0,4,2545.77,1
3.0,2.0,100.0,798644.0,2,177.80049167013146,0
3.0,2.0,103.0,823974.0,3,49.822465700259535,0
4.0,3.0,254.0,2313790.0,2,235.80205858099296,0
3.0,3.0,213.0,2280240.0,1,12.457682908354899,0
1.0,1.0,2331.75,592285.0,2,3140.02,1
4.0,4.0,256.0,2289640.0,2,210.0,0
2.0,2.0,70.0,602884.0,2,76.67669110406527,0
3.0,2.0,220.0,1777440.0,2,55.0,0
3.0,13.0,247.0,1429770.0,3,48.0,1
2.0,2.0,61.0,546853.0,1,195.0,0
2.0,2.0,151.0,1853840.0,5,121.6682603012822,0
2.0,1.0,96.0,1197660.0,1,1.0,0
2.0,1.0,57.0,285234.0,4,39.0,0
4.0,4.0,148.0,924919.0,4,16.0,0
3.0,1.0,150.0,1728690.0,1,32.0,0
2.0,2.0,115.0,1201560.0,2,158.0,0
2.0,1.0,59.0,457044.0,4,76.0,0
4.0,5.0,438.0,3553110.0,4,330.59750280926613,0
1.0,1.0,58.0,496684.0,1,8.0,0
3.0,1.0,125.0,1026660.0,3,9.0,0
1.0,1.0,140.0,1746580.0,3,11.0,0
3.0,3.0,143.0,1636280.0,3,97.0,0
2.0,1.0,115.0,1597950.0,5,1825.11,1
5.0,20.0,330.0,3121720.0,2,3.0,1
3.0,1.0,145.0,1415290.0,2,68.7067870372496,0
4.0,2.0,260.0,2003480.0,3,195.22127917986583,0
4.0,2.0,147.0,1751980.0,1,237.00856035758304,0
4.0,2.0,150.0,2192230.0,2,349.3077329147402,0
4.0,2.0,121.0,692846.0,2,37.0,0
3.0,1.0,115.0,1288730.0,3,240.72627882093707,0
3.0,19.0,100.0,857343.0,1,107.0,1
2.0,1.0,81.0,532499.0,2,32.0,0
3.0,2.0,134.0,1715040.0,2,50.02707954500346,0
2.0,1.0,69.0,501821.0,1,118.0,0
2.0,2.0,67.0,689754.0,1,56.299679424821555,0
3.0,2.0,124.0,1636710.0,2,62.790381954141395,0
2.0,1.0,115.0,174582442.79,5,75.0,1
3.0,1.0,120.0,1253210.0,5,144.9748575165512,0
1.0,1.0,52.0,513995.0,2,22.31728532145614,0
4.0,2.0,120.0,987688.0,4,22.0,0
3.0,1.0,118.0,1322350.0,3,7.845733931683863,0
3.0,1.0,230.0,2272070.0,4,323.8652165784345,0
4.0,4.0,238.0,2976610.0,4,299.26969339285193,0
2.0,1.0,47.0,363680.0,1,114.0,0
3.0,3.0,135.0,712808.0,4,67.19546732254851,0
1.0,1.0,65.0,917012.0,4,78.36178406891464,0
3.0,1.0,286.0,2063020.0,5,195.2754832533994,0
3.0,2.0,78.0,711896.0,3,3.0,0
3.0,2.0,130.0,42402.83,4,83.1108163105803,1
5.0,5.0,300.0,4029100.0,2,271.85630415447366,0
4.0,4.0,300.0,2191480.0,3,67.3673197465289,0
3.0,2.0,107.0,1141600.0,4,160.76722515217148,0
2.0,1.0,70.0,713235.0,3,283.8017854013185,0
3.0,3.0,130.0,1261450.0,4,140.40409409580437,0
3.0,1.0,162.0,2376560.0,1,285.62391626043507,0
4.0,3.0,220.0,2252300.0,4,166.0,0
1.0,1.0,45.0,487345.0,2,0.7666753135088955,0
3.0,2.0,72.0,707762.0,5,95.8390859236402,0
3.0,3.0,151.0,2332480.0,1,9.863201387699226,0
3.0,2.0,112.0,1075870.0,1,5.0,0
4.0,3.0,204.0,2084750.0,1,6.440705609758045,0
4.0,2.0,210.0,2331730.0,2,341.8399054506474,0
3.0,2.0,114.0,921225.0,4,110.0,0
2.0,1.0,81.0,672466.0,5,339.4053853234287,0
4.0,2.0,194.0,4584100.0,3,204.55054640360927,0
1.0,1.0,30.0,340420.0,3,11.0,0
2.0,2.0,71.0,600798.0,4,35.0,0
3.0,2.0,150.0,1487140.0,2,30.0,0
2.0,2.0,63.0,669730.0,5,5.0875173682157016,0
4.0,3.0,220.0,1952250.0,3,54.14246460035797,0
3.0,1.0,125.0,1249060.0,5,92.0,0
3.0,2.0,121.0,964963.0,3,6.0,0
1.0,1.0,90.0,957307.0,5,38.09442954471444,0
4.0,3.0,145.0,2327970.0,5,266.840221859988,0
3.0,1.0,134.0,1220370.0,5,236.7462389955608,0
2.0,2.0,150.0,1962420.0,5,88.93851080189529,0
2.0,2.0,80.0,843471.0,4,70.0,0
3.0,2.0,0.63,870625.0,5,163.45372498058654,1
4.0,3.0,185.0,1962190.0,1,200.0,0
2.0,1.0,52.0,678432.0,4,64.72115829594385,0
1.0,1.0,40.0,471332.0,2,208.43434043781986,0
4.0,4.0,254.0,2668560.0,2,74.50393056270346,0
4.0,4.0,246.0,1674140.0,2,116.0,0
2.0,1.0,67.0,730931.0,3,103.0394047791997,0
4.0,3.0,191.0,1653540.0,5,353.4233702473385,0
2.0,2.0,260.0,3657400.0,3,151.28193673572295,0
3.0,2.0,80.0,865704.0,2,24.0,0
4.0,3.0,276.0,3321570.0,4,189.03373663803526,0
4.0,4.0,300.0,1880590.0,4,239.69426863887955,0
3.0,3.0,96.0,878616.0,4,91.0,0
1.0,1.0,57.0,323167.0,2,6.0,0
3.0,4.0,282.0,1645400.0,3,83.02807617157885,0
2.0,1.0,80.0,998047.0,1,192.5138374644204,0
3.0,2.0,91.0,644655.0,3,174.0,0
3.0,4.0,250.0,2635530.0,3,155.0,0
3.0,1.0,120.0,1139140.0,5,37.050116476556525,0
2.0,1.0,62.0,944357.0,3,99.77449872840616,0
3.0,1.0,153.0,1482960.0,3,20.0,0
3.0,3.0,172.0,1650730.0,5,144.0,0
3.0,1.0,125.0,1833770.0,1,173.0,0
3.0,2.0,64.0,464468.0,2,197.66531066949432,0
4.0,4.0,220.0,3099450.0,4,161.29188664292818,0
4.0,4.0,272.0,1713030.0,2,85.0,0
3.0,2.0,140.0,1442660.0,2,189.0,0
3.0,2.0,236.0,2884340.0,5,111.32359612910813,0
3.0,2.0,85.0,896394.0,4,336.7601562053543,0
2.0,1.0,60.0,507717.0,1,80.98362420897703,0
1.0,1.0,34.0,352174.0,5,14.0,0
4.0,2.0,424.0,3946070.0,1,222.77471322244634,0
2.0,2.0,98.0,2315680.0,5,8022.59,1
1.0,3.0,90.0,1166710.0,3,320.1950752412463,0
1.0,1.0,60.0,611918.0,4,14.0,0
3.0,1.0,130.0,813473.0,2,240.05056611346734,0
2.0,1.0,82.0,737249.0,5,288.3311112263878,0
3.0,2.0,65.0,622867.0,1,20.0,0
3.0,2.0,107.0,1038600.0,2,327.33559483668944,0
2.0,1.0,165.0,897398.0,3,97.0,0
3.0,3.0,239.0,1627560.0,1,86.0,0
3.0,2.0,98.0,955442.0,3,25.0,0
2.0,1.0,96.0,1056870.0,1,67.0,0
3.0,2.0,180.0,2041260.0,5,16.99507171405724,0
1.0,2.0,82.0,738236.0,3,35.0,0
2.0,1.0,90.0,1038460.0,1,41.0,0
3.0,1.0,67.0,379334.0,3,97.0,0
4.0,3.0,230.0,2499200.0,4,73.63148315341971,0
1.0,1.0,50.0,408934.0,2,34.0,0
3.0,2.0,80.0,738290.0,5,316.0,0
3.0,2.0,76.0,535810.0,5,61.0,0
2.0,1.0,60.0,616091.0,3,12.0,0
3.0,1.0,172.0,1768640.0,2,284.4827416332838,0
3.0,2.0,78.0,803059.0,3,313.10072598346113,0
1.0,1.0,36.0,796084.0,5,313.55132692233104,0
4.0,3.0,170.0,2718760.0,5,52.81190584482697,0
2.0,1.0,54.0,319587.0,4,25.0,0
2.0,1.0,58.0,534208.0,5,60.0,0
1.0,1.0,8.34,534688.0,4,8.21503075838718,1
1.0,2.0,122.0,1093710.0,1,156.0,0
3.0,2.0,70.0,477401.0,5,44.0,0
2.0,1.0,200.0,1940980.0,3,35.0,0
3.0,20.0,168.0,1939570.0,4,196.8305198979162,1
3.0,2.0,104.0,1031350.0,3,20.0,0
12.0,1.0,122.0,1151340.0,2,46.0,1
2.0,1.0,79.0,503498.0,2,71.97241884985856,0
3.0,1.0,69.0,403399.0,5,61.0,0
2.0,1.0,60.0,569391.0,1,43.0,0
3.0,1.0,110.0,1082960.0,5,9.0,0
2.0,1.0,70.0,513754.0,2,53.32894306270609,0
2.0,1.0,80.0,719268.0,3,23.739559687714774,0
4.0,3.0,151.0,1601570.0,3,122.95331474059923,0
4.0,3.0,238.0,1303960.0,2,33.352806458556124,0
4.0,4.0,250.0,1716110.0,2,287.26210771038575,0
3.0,2.0,125.0,760843.0,3,85.0,0
3.0,1.0,119.0,757512.0,1,212.0,0
4.0,4.0,220.0,1317190.0,3,58.0,0
2.0,1.0,64.0,392454.0,2,26.0,0
2.0,1.0,61.0,555255.0,2,35.0,0
2.0,1.0,94.0,790491.0,1,15.04267304979404,0
2.0,15.0,113.0,794909.0,1,48.0,1
3.0,1.0,150.0,1785770.0,1,95.0,0
2.0,1.0,51.0,711751.0,4,59.394452628934346,0
2.0,2.0,69.0,593790.0,3,8354.54,1
4.0,6.0,400.0,4301000.0,1,208.78591948580345,0
2.0,1.0,70.0,432200.0,3,48.0,0
3.0,1.0,105.0,1151640.0,2,15.927989578243814,0
4.0,5.0,249.0,2166440.0,4,60.63908542775237,0
4.0,4.0,226.0,1659990.0,4,340.0135819639215,0
1.0,1.0,44.0,455754.0,3,189.80215915671403,0
4.0,4.0,230.0,2823560.0,4,54.286846265270704,0
3.0,2.0,158.0,1656000.0,1,233.0,0
4.0,6.0,408.0,2949140.0,2,30.0,0
4.0,3.0,432.0,2880390.0,2,28.0,0
4.0,3.0,248.0,1839060.0,2,83.0,0
2.0,2.0,75.0,675803.0,3,19.0,0
2.0,1.0,72.0,689828.0,1,127.09283554371716,0
4.0,4.0,253.0,2276220.0,2,317.343953988075,0
4.0,2.0,137.0,1174860.0,1,52.0,0
3.0,3.0,280.0,1788180.0,5,47.0,0
2.0,1.0,120.0,1497070.0,3,332.992932862818,0
3.0,3.0,202.0,2369070.0,4,230.0,0
2.0,2.0,100.0,1458550.0,2,177.07156009881297,0
3.0,1.0,70.0,707246.0,5,314.20748494685637,0
4.0,3.0,188.0,3578410.0,2,285.2012142846676,0
4.0,3.0,197.0,2006360.0,4,126.30072320891432,0
3.0,1.0,117.0,951816.0,4,32.17091828395112,0
4.0,4.0,450.0,3963770.0,1,146.62147888127762,0
2.0,2.0,92.0,560308.0,2,42.021184063482046,0
3.0,4.0,230.0,1750860.0,2,43.0,0
3.0,2.0,179.0,1573160.0,3,143.7566537483707,0
4.0,2.0,170.0,1140610.0,3,59.0,0
3.0,2.0,190.0,1373410.0,4,63.0,0
2.0,1.0,57.0,297708.0,5,26.0,0
2.0,1.0,82.0,749089.0,3,150.52544844351584,0
4.0,4.0,220.0,2622010.0,1,258.6380257440057,0
4.0,3.0,347.0,3852500.0,4,137.18773692991508,0
3.0,2.0,140.0,1125870.0,1,7.0,0
2.0,1.0,52.0,554857.0,4,49.0,0
3.0,2.0,74.0,655470.0,2,53.0,0
4.0,15.0,95.0,917571.0,1,16.0,1
3.0,3.0,165.0,1182970.0,1,62.995526446831676,0
3.0,2.0,78.0,645682.0,5,15.0,0
3.0,2.0,232.0,1922240.0,2,138.56760147298098,0
4.0,4.0,302.0,3347090.0,3,93.50511155764542,0
1.0,19.0,50.0,501035.0,1,25.0,1
3.0,2.0,151.0,1380020.0,2,139.0,0
4.0,6.0,420.0,3890110.0,4,106.23804976180458,0
3.0,1.0,100.0,708384.0,3,90.16409173666241,0
2.0,1.0,78.0,701286.0,3,99.0,0
3.0,2.0,160.0,2099030.0,2,215.92663119220745,0
2.0,1.0,75.0,840479.0,3,342.19019010399967,0
3.0,2.0,90.0,704592.0,3,6.0,0
3.0,2.0,80.0,653932.0,5,305.0,0
2.0,2.0,81.0,1153920.0,1,196.0235648765181,0
3.0,1.0,64.0,563883.0,1,166.0,0
3.0,1.0,140.0,1531750.0,2,141.0,0
4.0,2.0,156.0,1098580.0,5,164.0,0
4.0,2.0,180.0,1726820.0,2,37.0,0
4.0,3.0,241.0,2938720.0,2,73.81568518040073,0
2.0,1.0,70.0,644163.0,1,23.0,0
2.0,1.0,53.0,507736.0,1,13.0,0
2.0,1.0,80.0,821408.0,4,11.0,0
1.0,2.0,170.0,2866600.0,1,161.48263539379892,0
4.0,4.0,310.0,2699770.0,1,28.0,0
3.0,3.0,163.0,2230800.0,1,108.0,0
3.0,2.0,140.0,1033970.0,3,52.33441595072887,0
2.0,1.0,79.0,837409.0,3,235.3725758723317,0
4.0,4.0,210.0,2502830.0,2,73.39264953743198,0
1.0,1.0,43.0,489871.0,1,42.0,0
3.0,4.0,222.0,1399190.0,1,13.0,0
2.0,2.0,4825.17,674379.0,1,6145.56,1
3.0,2.0,131.0,1218470.0,1,31.70551713518527,0
3.0,1.0,113.0,1422020.0,3,211.98577561305862,0
3.0,3.0,175.0,1952570.0,5,10.009407698896029,0
2.0,1.0,56.0,516799.0,3,27.0,0
4.0,4.0,296.0,3370050.0,4,239.56713511641743,0
3.0,1.0,71.0,573318.0,4,144.0,0
3.0,2.0,96.0,839301.0,1,7328.08,1
3.0,3.0,283.0,256304294.54,3,295.0,1
3.0,2.0,99.0,610288.0,3,79.0,0
3.0,1.0,157.0,1759400.0,1,25.0,0
2.0,1.0,96.0,1024630.0,3,172.0,0
1.0,1.0,38.0,392212.0,5,79.0,0
3.0,3.0,143.0,1338040.0,5,33.44208137291315,0
4.0,4.0,245.0,4989690.0,3,242.12862885789676,0
2.0,1.0,74.0,690870.0,5,37.0,0
2.0,2.0,78.0,1019070.0,1,44.63058899485159,0
2.0,1.0,52.0,828928.0,5,243.59745881008428,0
4.0,2.0,205.0,1006220.0,2,21.959793523491612,0
4.0,3.0,300.0,2807190.0,4,193.85268351813235,0
3.0,2.0,107.0,1098990.0,4,95.0,0
3.0,2.0,246.0,2879000.0,2,308.55459180281025,0
3.0,2.0,116.0,1936180.0,3,274.0654939502917,0
2.0,1.0,74.0,626052.0,1,157.0,0
3.0,2.0,70.0,685402.0,5,283.1057511060792,0
3.0,2.0,130.0,1560560.0,3,128.91438592430762,0
3.0,2.0,103.0,1142360.0,2,325.6604217764089,0
3.0,3.0,320.0,4450390.0,1,23.94262577822761,0
2.0,1.0,77.0,478045.0,3,23.84380386240457,0
3.0,3.0,167.0,2314490.0,2,24.0,0
3.0,4.0,369.0,3109250.0,4,207.0,0
2.0,1.0,75.0,852413.0,5,146.31060272030163,0
3.0,1.0,76.0,594621.0,3,11.785008613664887,0
2.0,2.0,57.0,466171.0,2,102.0,0
2.0,1.0,117.0,1130800.0,5,292.0895907975719,0
1.0,2.0,213.0,2279220.0,4,8.190333053013665,0
2.0,1.0,100.0,1246830.0,4,168.49543345107492,0
3.0,3.0,200.0,1896750.0,3,11.0,0
3.0,2.0,100.0,1029480.0,5,293.5483605052293,0
4.0,2.0,143.0,1553850.0,4,90.0,0
3.0,2.0,120.0,1416920.0,4,144.0,0
4.0,3.0,140.0,804690.0,2,89.0,0
2.0,1.0,63.0,741307.0,4,164.8138983785721,0
3.0,2.0,121.0,1317390.0,5,183.0,0
3.0,1.0,110.0,872451.0,3,97.25659694277005,0
4.0,4.0,190.0,1355980.0,4,117.0,0
3.0,2.0,300.0,2488960.0,5,133.26724680171634,0
4.0,1.0,220.0,2503280.0,2,202.99442687118545,0
3.0,2.0,176.0,1561300.0,4,1.9294656883807448,0
4.0,2.0,140.0,1741960.0,5,153.74668430638738,0
3.0,2.0,68.0,844596.0,1,153.50996788513373,0
3.0,2.0,87.0,787988.0,5,201.8856043259764,0
2.0,1.0,105.0,577818.0,3,24.0,0
4.0,2.0,179.0,2005940.0,5,18.413671080273676,0
3.0,2.0,122.0,1034460.0,2,133.0,0
1.0,2.0,2147.06,1093710.0,1,156.0,1
4.0,3.0,123.0,2080440.0,1,230.50881276370288,0
3.0,1.0,75.0,551098.0,5,44.0,0
2.0,2.0,60.0,537175.0,1,94.0,0
3.0,1.0,110.0,872451.0,3,4127.28,1
3.0,2.0,82.0,754788.0,3,50.0,0
1.0,1.0,74.0,1346330.0,1,204.93619410652641,0
4.0,3.0,231.0,3130270.0,2,2.7395099549118163,0
4.0,3.0,173.0,2448180.0,2,242.67381874727826,0
4.0,4.0,346.0,4032920.0,5,19.84646460498972,0
3.0,2.0,95.0,1063690.0,5,153.0,0
3.0,1.0,70.0,551743.0,3,24.84596285546969,0
5.0,3.0,250.0,2523290.0,3,166.19645797677043,0
1.0,1.0,66.0,1019580.0,1,198.13759466164947,0
3.0,2.0,120.0,1542930.0,2,36.271488674161226,0
2.0,1.0,78.0,383861.0,3,195.0,0
3.0,2.0,172.0,1414620.0,5,14.0,0
3.0,1.0,103.0,832092.0,2,197.0,0
2.0,1.0,1266.06,608459.0,2,8969.22,1
4.0,4.0,174.0,1885410.0,5,201.6905850407661,0
3.0,2.0,95.0,1033050.0,5,117.41066440495851,0
4.0,2.0,220.0,2696120.0,4,15.242663979171738,0
4.0,2.0,234.0,3352980.0,1,97.0,0
2.0,1.0,51.0,305555.0,2,40.0,0
3.0,2.0,120.0,1163760.0,4,33.0,0
2.0,2.0,130.0,973755.0,3,60.349574358374426,0
3.0,1.0,67.0,379334.0,5,2.716312369207308,0
2.0,1.0,87.0,1105280.0,3,268.67364128583347,0
3.0,1.0,130.0,1365260.0,3,217.48798449742532,0
3.0,2.0,92.0,1130920.0,4,286.9098303576849,0
3.0,3.0,101.0,1247240.0,4,112.91848101838285,0
4.0,2.0,120.0,1262480.0,4,115.20059807219064,0
4.0,3.0,131.0,1154840.0,5,39.267070507552575,0
3.0,1.0,116.0,971996.0,3,43.0,0
3.0,3.0,170.0,1533770.0,4,35.0,0
2.0,2.0,61.0,366447.0,2,31.0,0
3.0,2.0,150.0,1080720.0,5,37.56459849314225,0
3.0,2.0,240.0,2689530.0,4,204.46116044679488,0
3.0,1.0,93.0,631650.0,4,110.0,0
3.0,12.0,140.0,1339770.0,3,77.63391389783648,1
2.0,1.0,70.0,758416.0,5,23.944271979939998,0
2.0,1.0,1981.1,1148460.0,2,80.0,1
3.0,2.0,131.0,1408280.0,5,132.90067770449335,0
2.0,1.0,95.0,1127030.0,2,70.0,0
2.0,1.0,68.0,521181.0,1,1.2949583122685038,0
2.0,2.0,66.0,558929.0,2,12.0,0
1.0,1.0,53.0,512762.0,2,41.0,0
2.0,1.0,108.0,1210290.0,1,221.3342806063434,0
2.0,1.0,118.0,1494180.0,2,82.52117920998066,0
2.0,2.0,86.0,1041470.0,4,253.0,0
3.0,2.0,94.0,1042600.0,5,305.56866414724175,0
3.0,3.0,230.0,2382650.0,5,221.1396839346371,0
2.0,1.0,66.0,635018.0,3,221.2630003887077,0
1.0,1.0,40.0,353717.0,3,100.0,0
1.0,1.0,29.0,301592.0,1,36.23011397968643,0
3.0,2.0,115.0,1036370.0,3,69.0,0
3.0,1.0,62.0,746574.0,3,141.93728013093929,0
1.0,1.0,45.0,415471.0,4,41.0,0
2.0,1.0,77.0,844676.0,3,308.7502378038297,0
4.0,4.0,360.0,4489420.0,5,276.5312281072468,0
3.0,2.0,90.0,983499.0,3,202.944828292346,0
1.0,1.0,56.0,590798.0,1,190.03982700191926,0
4.0,3.0,205.0,2244230.0,5,268.0,0
4.0,4.0,220.0,1284100.0,2,111.0,0
2.0,2.0,50.0,558751.0,1,52.0,0
3.0,2.0,87.0,890951.0,2,6.0,0
2.0,2.0,70.0,623245.0,3,137.0,0
2.0,1.0,60.0,730241.0,5,291.2459254084858,0
4.0,4.0,267.0,1742650.0,1,28.0,0
3.0,1.0,160.0,1353910.0,5,86.01451587964745,0
4.0,3.0,230.0,2745500.0,4,231.14277210988212,0
2.0,1.0,49.0,388161.0,4,203.0,0
4.0,3.0,200.0,2274290.0,4,240.0119051387276,0
4.0,2.0,222.0,2662340.0,5,233.05710493912463,0
4.0,4.0,205.0,3221540.0,3,91.57991966799284,0
2.0,2.0,120.0,1373140.0,4,80.0,0
3.0,1.0,161.0,40498.47,4,39.29310116076167,1
3.0,3.0,202.0,1924230.0,2,210.94458939826492,0
4.0,2.0,300.0,3533470.0,5,91.58199069177607,0
4.0,3.0,400.0,4003190.0,5,274.29060405982153,0
3.0,2.0,213.0,1067770.0,1,44.0,0
4.0,4.0,224.0,2904280.0,3,26.56758381245237,0
3.0,2.0,100.0,834933.0,4,44.0,0
2.0,1.0,90.0,523914.0,3,10.746023458746322,0
3.0,2.0,166.0,2341250.0,5,72.00297155077503,0
1.0,1.0,42.0,488893.0,4,250.1952649464625,0
2.0,1.0,63.0,493400.0,1,124.0,0
3.0,1.0,125.0,1559450.0,4,135.52600305070814,0
2.0,1.0,65.0,503523.0,2,15.0,0
3.0,1.0,165.0,1160250.0,3,34.0,0
2.0,1.0,94.0,512144.0,5,3.0,0
2.0,1.0,73.0,472208.0,4,26.0,0
2.0,1.0,65.0,849963.0,2,148.35407310249937,0
4.0,4.0,225.0,1710340.0,1,81.0,0
4.0,3.0,239.0,1430020.0,1,58.5772819549572,0
4.0,2.0,197.0,2144000.0,2,136.0,0
4.0,3.0,218.0,2686500.0,2,94.0,0
1.0,1.0,40.0,160756.0,3,25.0,0
4.0,2.0,175.0,1551700.0,5,163.48470720498537,0
3.0,1.0,162.0,1822270.0,1,36.206397366314285,0
1.0,1.0,45.0,160352351.27,4,253.06348371194957,1
3.0,1.0,140.0,1040330.0,5,20.0,0
2.0,2.0,116.0,1327370.0,1,16.0,0
2.0,2.0,204.0,1229970.0,1,59.0,0
4.0,3.0,180.0,1811190.0,3,9.0,0
3.0,1.0,150.0,1367060.0,3,153.74290952479018,0
4.0,3.0,183.0,1471220.0,1,113.0,0
2.0,1.0,54.0,392702.0,4,27.267252378323413,0
4.0,2.0,340.0,3706910.0,5,134.4342529865274,0
4.0,3.0,158.0,1811740.0,5,53.54181935924704,0
4.0,4.0,210.0,2368710.0,3,5.0,0
3.0,2.0,101.0,1004650.0,2,213.0,0
3.0,3.0,206.0,2375410.0,4,105.8927826688666,0
2.0,1.0,58.0,784747.0,3,198.8332677660548,0
4.0,4.0,332.0,1848820.0,2,71.3470116199673,0
1.0,1.0,54.0,509264.0,2,71.0,0
2.0,1.0,58.0,283791.0,3,63.0,0
5.0,3.0,312.0,3847080.0,3,104.36308278204828,0
3.0,4.0,430.0,4517120.0,5,25.299638100332565,0
3.0,3.0,127.0,2148100.0,4,269.7901631948414,0
1.0,1.0,50.0,592285.0,2,38.0,0
2.0,1.0,65.0,558465.0,2,12.0,0
3.0,2.0,155.0,1491030.0,3,166.0,0
3.0,1.0,75.0,535736.0,5,122.0,0
5.0,4.0,250.0,2004590.0,1,162.0,0
4.0,6.0,211.0,3760450.0,4,103.21587802493904,0
4.0,2.0,178.0,1673410.0,5,11.96262801888908,0
3.0,2.0,120.0,1490660.0,1,153.0,0
4.0,3.0,200.0,1992730.0,4,41.467136767448245,0
2.0,1.0,68.0,537641.0,3,3.0,0
3.0,2.0,100.0,1171710.0,5,255.35656945280502,0
4.0,6.0,472.0,4367840.0,3,98.52308804701559,0
4.0,4.0,159.0,1740370.0,5,259.8299028443971,0
2.0,1.0,75.0,964373.0,4,39.73873857136785,0
1.0,1.0,56.0,473869.0,1,40.900255957661905,0
4.0,10.0,370.0,3363480.0,5,160.3044876595039,1
4.0,3.0,167.0,907888.0,3,131.0,0
3.0,3.0,231.0,2536570.0,5,65.7710198969767,0
3.0,2.0,115.0,853067.0,1,73.45147348795066,0
4.0,3.0,186.0,1309840.0,3,82.0,0
3.0,1.0,185.0,1530600.0,1,14.48641525809117,0
3.0,2.0,84.0,628905.0,2,22.0,0
2.0,2.0,80.0,896511.0,3,195.34800111910562,0
4.0,3.0,354.0,4983190.0,1,135.60409381160645,0
3.0,2.0,69.0,744326.0,4,69.0,0
2.0,1.0,80.0,719268.0,1,83.0,0
4.0,2.0,127.0,899301.0,3,13.0,0
2.0,1.0,70.0,592282.0,5,138.62395277628673,0
3.0,3.0,300.0,2593490.0,1,61.94486098216717,0
2.0,1.0,52.0,750099.0,4,18.507627992398625,0
4.0,3.0,280.0,4025650.0,5,270.3311920864408,0
4.0,2.0,170.0,1802020.0,9,25.0,1
2.0,1.0,107.0,1127180.0,5,28.0,0
3.0,4.0,212.0,2147670.0,4,218.97842524340118,0
4.0,4.0,260.0,1956520.0,4,309.73306313594094,0
2.0,1.0,65.0,435396.0,4,139.0,0
3.0,2.0,337.0,3928010.0,4,7.269553810189566,0
