rooms,garages,useful_area,latitude,longitude,value,interior_quality,time_on_market,sold
3.0,1.0,189,-23.5637847,-46.6610722,2239610,4,10.210548713415646,0
4.0,3.0,277,-23.6017518,-46.6723492,2683170,5,14.55473171080413,0
4.0,2.0,137,-23.606105,-46.616972,1174860,3,20.0,1
3.0,4.0,320,-23.5333561,-46.6641897,2341220,2,129.6931583937969,0
4.0,2.0,170,-23.5856123,-46.6458219,1802020,2,25.0,1
4.0,5.0,287,-23.560006,-46.6929569,3523940,5,51.87094790413367,0
2.0,1.0,55,-23.546486,-46.688103,634684,3,187.38195168308974,0
2.0,1.0,70,-23.5335196,-46.6981074,678860,2,176.0,1
3.0,3.0,216,-23.6205175,-46.6792849,2720220,5,86.00712869170927,0
3.0,1.0,130,-23.5435819,-46.6621116,774086,2,14.340004111946882,0
3.0,2.0,200,-23.5530893,-46.6586573,1814160,4,182.0,1
2.0,1.0,62,-23.5420918,-46.5699879,436581,4,77.0,1
2.0,1.0,87,-23.5304819,-46.7263078,612331,1,94.69934433031642,0
4.0,3.0,150,-23.5333531,-46.6822581,1484700,2,110.34432113424818,0
4.0,4.0,157,-23.5336063,-46.6776899,1890830,3,269.44703574558184,0
3.0,1.0,115,-23.5805215,-46.6756996,1196990,1,106.0,1
3.0,6.0,500,-23.6125135,-46.708462,4016850,5,216.12159204796978,0
2.0,1.0,69,-23.586803,-46.631595,803592,4,203.3799295357164,0
2.0,3.0,272,-23.6074378,-46.6581372,3310760,3,44.41000738768791,0
4.0,2.0,166,-23.547281,-46.6594076,1414080,4,30.0,1
3.0,1.0,124,-23.6012491,-46.6700682,1461240,4,12.518631682429039,0
3.0,2.0,300,-23.5611545,-46.6616428,4201650,5,68.42946225023579,0
3.0,1.0,85,-23.5927196,-46.684785,822289,3,4.0,1
2.0,1.0,84,-23.5730188,-46.659058,942676,3,121.0,1
1.0,1.0,49,-23.6066237,-46.6945701,539444,1,3.0,1
2.0,1.0,130,-23.593163,-46.673836,1441270,1,125.19806075178174,0
4.0,4.0,400,-23.6067486,-46.6541306,4259440,2,187.7438109515661,0
4.0,3.0,130,-23.5722044,-46.6518618,1708320,5,164.80355877282764,0
3.0,4.0,171,-23.6345426,-46.7258479,1381840,5,38.755061740738654,0
3.0,2.0,225,-23.5469261,-46.6602861,2619070,4,48.94510641922673,0
4.0,3.0,129,-23.6280965,-46.694535,1473330,4,77.34108748754537,0
4.0,4.0,432,-23.5350637,-46.6783426,3929940,5,69.62150801619858,0
4.0,3.0,236,-23.5383965,-46.6603786,2134640,4,135.78049496650053,0
3.0,3.0,180,-23.6352888,-46.7159311,1950240,5,273.8024359403133,0
3.0,2.0,94,-23.5371187,-46.7187527,805903,4,100.0,1
3.0,2.0,80,-23.5333621,-46.6724835,771688,5,141.0,1
3.0,2.0,110,-23.5965589,-46.6489143,885098,1,17.0,1
3.0,4.0,232,-23.6405169,-46.6966892,2549040,3,213.69151281342525,0
3.0,2.0,93,-23.5976781,-46.6062357,743807,2,25.36698045597168,0
3.0,1.0,63,-23.5387683,-46.5734219,534187,5,70.16875698227052,0
2.0,1.0,65,-23.6120306,-46.6294407,669165,3,146.28293032590804,0
1.0,1.0,56,-23.5671761,-46.6458198,580051,2,31.24649264381976,0
3.0,3.0,165,-23.5810982,-46.6711959,2576810,5,199.46670536575846,0
3.0,2.0,164,-23.547798,-46.6579262,1710600,2,13.7103921787799,0
3.0,2.0,300,-23.6029811,-46.6709918,3374580,2,264.2685377960386,0
2.0,1.0,99,-23.5658531,-46.6447862,810641,4,40.75637609525715,0
2.0,1.0,70,-23.559497,-46.6507533,624989,2,130.0,1
2.0,1.0,42,-23.5706816,-46.6588101,675027,1,297.2687517048518,0
3.0,3.0,194,-23.6245686,-46.6849182,1908110,3,46.75078765524147,0
1.0,1.0,52,-23.5587023,-46.6421434,400297,3,11.0,1
3.0,2.0,130,-23.5419411,-46.6980079,1723280,1,134.069694860772,0
4.0,2.0,104,-23.520056,-46.7273723,1039290,2,38.0,1
1.0,1.0,41,-23.5874926,-46.6265361,512273,3,67.16184947784497,0
4.0,5.0,415,-23.5704454,-46.628767,4856060,3,146.996875211499,0
3.0,2.0,178,-23.5693335,-46.6537776,3141660,5,79.21280157688186,0
4.0,3.0,191,-23.5767089,-46.602818,1653540,4,63.156849037367294,0
4.0,3.0,185,-23.6158722,-46.6853623,2604210,2,160.6284953001986,0
4.0,4.0,212,-23.5881629,-46.6707929,4201810,3,75.20230250615998,0
2.0,1.0,100,-23.5327543,-46.6650637,930131,2,60.0,1
4.0,4.0,248,-23.585134,-46.632858,2630390,3,65.6516592995045,0
4.0,4.0,172,-23.5910331,-46.6059133,1080700,2,75.0,1
4.0,2.0,120,-23.5789174,-46.6434593,930349,4,40.924579208441806,0
3.0,3.0,125,-23.5838113,-46.6292676,1143660,4,27.759955349840318,0
3.0,2.0,185,-23.5657454,-46.6460723,1751420,1,124.0,1
3.0,4.0,170,-23.5729568,-46.65602,2304200,3,79.26759298052335,0
4.0,3.0,260,-23.5449472,-46.6566998,3030510,3,109.27019600531361,0
3.0,1.0,100,-23.6141987,-46.661598,982993,4,174.4430841504612,0
4.0,4.0,402,-23.5777718,-46.6482458,4496740,5,337.60570209208026,0
2.0,1.0,75,-23.6126327,-46.6822313,715144,3,6.0,1
2.0,1.0,51,-23.634152,-46.6958268,453386,2,24.0,1
3.0,2.0,95,-23.4915289,-46.629107,909129,3,158.0,1
2.0,1.0,61,-23.6275803,-46.6397932,538356,1,206.0,1
2.0,1.0,56,-23.5715374,-46.6199598,285503,1,6.0,1
3.0,2.0,80,-23.5765787,-46.6119995,675298,2,58.89356116926942,0
3.0,2.0,187,-23.6033508,-46.6709296,1714190,3,60.0,1
2.0,2.0,127,-23.5378444,-46.6730385,1379050,3,298.65016181987517,0
2.0,1.0,62,-23.5448712,-46.6927129,521386,5,94.0,1
3.0,1.0,100,-23.5800011,-46.6713859,1228710,1,47.0,1
2.0,1.0,70,-23.5354484,-46.6661304,578970,4,101.2396839153823,0
3.0,1.0,115,-23.5795579,-46.6448056,1033950,3,81.0,1
4.0,2.0,220,-23.5448204,-46.6533502,2573260,3,27.20369326730512,0
3.0,2.0,106,-23.4946919,-46.6326146,782860,1,53.80997034125802,0
3.0,2.0,86,-23.5883109,-46.6443538,841267,2,176.49109975103602,0
3.0,2.0,127,-23.5391853,-46.6692787,1111940,5,182.89380643238928,0
4.0,3.0,150,-23.6237734,-46.7325291,1092670,3,16.0,1
1.0,2.0,68,-23.601446,-46.717651,609607,4,150.0,1
2.0,1.0,127,-23.5571041,-46.6635532,1435590,4,240.9732001807067,0
1.0,1.0,119,-23.5465714,-46.6921247,1663530,5,291.83789217846754,0
3.0,1.0,110,-23.5731476,-46.6478756,1266280,5,112.89098084911552,0
1.0,1.0,29,-23.5959214,-46.6430582,301592,1,36.23011397968643,0
2.0,1.0,50,-23.5757288,-46.6202518,294678,3,120.57001147104175,0
2.0,1.0,110,-23.5390755,-46.6539929,1232700,4,101.0,1
3.0,2.0,61,-23.633358,-46.7379012,481415,3,106.33130751722592,0
3.0,1.0,144,-23.5386373,-46.6597521,1313550,2,19.0,1
1.0,1.0,35,-23.5800043,-46.6434965,228702,4,107.0,1
3.0,1.0,72,-23.5423554,-46.716605,612978,4,8.531237709981712,0
1.0,1.0,37,-23.6215778,-46.6850453,461477,1,209.0,1
2.0,1.0,43,-23.624475,-46.7323955,413070,3,74.0,1
2.0,1.0,70,-23.6018556,-46.6747152,644163,1,23.0,1
3.0,1.0,100,-23.5596822,-46.6398043,842519,4,79.27017279521407,0
4.0,4.0,180,-23.540989,-46.685274,1584270,4,97.30183921146264,0
4.0,3.0,279,-23.6390494,-46.7007211,2956430,1,17.0,1
4.0,4.0,220,-23.613226,-46.731343,985254,4,42.0,1
4.0,4.0,256,-23.623664,-46.7356817,1834100,5,264.2565661981043,0
1.0,1.0,45,-23.5733469,-46.6528459,437966,2,176.3803004327105,0
2.0,3.0,217,-23.5590171,-46.6664207,3690630,3,164.5072807445324,0
3.0,3.0,257,-23.5560378,-46.5685201,1885920,5,21.897793694709883,0
3.0,3.0,185,-23.5618677,-46.682907,1688740,4,88.98182134609317,0
4.0,2.0,240,-23.5465691,-46.6546898,1851040,3,67.51045922642028,0
3.0,2.0,90,-23.625287,-46.738788,536296,2,103.0,1
3.0,3.0,266,-23.6001265,-46.7254076,1916470,1,103.0,1
1.0,1.0,30,-23.5354624,-46.66156,340420,3,11.0,1
4.0,3.0,170,-23.6139098,-46.7394285,2026100,5,35.071367773529694,0
3.0,2.0,96,-23.5419252,-46.7024072,967306,3,196.0,1
3.0,4.0,208,-23.6119178,-46.6606717,2354780,5,210.76355145411748,0
3.0,3.0,160,-23.6066174,-46.6572794,2430870,3,150.03183898660063,0
1.0,1.0,30,-23.6182983,-46.6325501,227420,1,163.95275652362184,0
3.0,1.0,71,-23.5703645,-46.7248728,410986,3,3.0,1
1.0,1.0,32,-23.5948571,-46.6751007,493950,1,190.0,1
4.0,3.0,158,-23.5347676,-46.6612558,1768480,2,160.86157655703303,0
2.0,1.0,65,-23.4926871,-46.6391139,433391,5,34.047015865390705,0
3.0,2.0,80,-23.5802748,-46.6477165,690704,3,192.0,1
4.0,3.0,186,-23.5553804,-46.7377458,1309840,5,24.0,1
4.0,4.0,186,-23.6330678,-46.7061112,2009090,2,138.23527816549242,0
4.0,3.0,204,-23.4972726,-46.6365365,1752280,5,37.0,1
3.0,2.0,180,-23.594881,-46.6438567,1439320,3,248.0,1
3.0,1.0,112,-23.5480818,-46.6542883,1255120,1,249.18130689481052,0
2.0,1.0,100,-23.5692706,-46.6529217,1014070,4,41.088528380135116,0
2.0,2.0,72,-23.5305216,-46.6894133,827177,5,302.40120616947365,0
4.0,4.0,261,-23.5498601,-46.6950904,3833500,5,96.68653521823349,0
4.0,3.0,206,-23.6039195,-46.6709173,2947930,4,49.20166050185719,0
2.0,2.0,104,-23.6241444,-46.6869805,1081150,1,13.0,1
4.0,2.0,180,-23.5983029,-46.6630121,1937390,1,319.1114397620226,0
1.0,1.0,25,-23.5550781,-46.6558217,194056,2,153.0,1
4.0,3.0,315,-23.6257059,-46.7341645,1346570,1,15.0,1
3.0,4.0,285,-23.6204037,-46.7375965,1303930,5,151.0,1
4.0,2.0,264,-23.582446,-46.6056663,1864460,4,123.0,1
1.0,1.0,49,-23.562199,-46.6884666,626159,2,3.0,1
4.0,2.0,260,-23.5376993,-46.6545294,2105100,5,258.7746758094267,0
2.0,1.0,55,-23.5422794,-46.6532743,640217,2,63.19838261646667,0
3.0,1.0,220,-23.5478925,-46.658075,1919910,5,144.9252603372623,0
2.0,1.0,66,-23.5955672,-46.6378024,673453,1,231.2741699352323,0
3.0,4.0,390,-23.5917528,-46.7183519,3924720,1,47.60932804757333,0
3.0,3.0,268,-23.5845781,-46.685939,3709230,1,133.28220519820013,0
3.0,1.0,108,-23.5983777,-46.6685242,1214850,1,133.89856048050083,0
3.0,1.0,190,-23.56633,-46.6486393,1444250,4,11.0,1
3.0,3.0,125,-23.6340126,-46.7323846,690515,5,84.0,1
2.0,2.0,123,-23.6011079,-46.7161175,1510090,3,55.84249087622303,0
2.0,1.0,66,-23.5643786,-46.6857622,717027,3,106.87733394173056,0
2.0,1.0,41,-23.6305591,-46.6198818,221027,3,72.5972839067646,0
3.0,2.0,75,-23.5744852,-46.7320587,398773,5,304.10877864780235,0
4.0,4.0,234,-23.5856344,-46.6746505,4453980,3,27.0,1
3.0,2.0,420,-23.538097,-46.654655,3711850,4,279.5963106961538,0
3.0,3.0,165,-23.538179,-46.682138,1998170,4,61.45415389205094,0
3.0,1.0,150,-23.5599154,-46.6427309,828503,5,2.0,1
2.0,1.0,120,-23.5360446,-46.6698452,1116160,4,165.10271402860405,0
4.0,3.0,175,-23.6021299,-46.6445558,1941000,5,101.0,1
2.0,1.0,110,-23.5572014,-46.655591,997790,3,37.0,1
2.0,2.0,139,-23.6041301,-46.6945577,1988340,5,281.83459512507403,0
2.0,1.0,80,-23.5464492,-46.6503878,676894,5,147.3693867575542,0
3.0,3.0,214,-23.605262,-46.6705324,3011540,5,30.08388360296931,0
3.0,2.0,110,-23.626573,-46.7359636,663028,3,11.0,1
4.0,3.0,298,-23.5354408,-46.6637871,3090330,4,143.23330135287614,0
2.0,2.0,85,-23.5982549,-46.6331534,441420,1,2.0,1
4.0,5.0,430,-23.6263195,-46.6699977,4549420,3,163.29608592670942,0
4.0,5.0,316,-23.5290648,-46.6728167,3374900,2,256.7318404575938,0
3.0,1.0,94,-23.5940977,-46.6787959,1148470,4,21.80002527520402,0
4.0,3.0,157,-23.5913808,-46.623288,1932470,4,336.02692113204824,0
4.0,3.0,167,-23.6347054,-46.7146293,1657580,5,185.7923984126398,0
3.0,4.0,369,-23.6132078,-46.7075087,3109250,4,207.0,1
3.0,1.0,141,-23.5678764,-46.6584121,1532090,4,66.0,1
3.0,1.0,142,-23.5367988,-46.6675481,1069260,1,101.233579325425,0
4.0,4.0,353,-23.6298378,-46.7216514,2533840,5,109.0,1
1.0,1.0,80,-23.6188346,-46.6853719,1158280,4,25.059966486097093,0
4.0,3.0,134,-23.579621,-46.641502,2059980,1,199.49417971085916,0
5.0,8.0,260,-23.5757886,-46.691798,4169660,2,318.34299118370416,0
2.0,1.0,105,-23.5588309,-46.6515422,914851,2,34.0,1
1.0,1.0,42,-23.5541042,-46.6753615,347175,2,16.0,1
2.0,1.0,85,-23.5986245,-46.6626627,937780,3,99.0,1
1.0,1.0,50,-23.5405926,-46.6511854,560319,1,136.0482552349701,0
3.0,2.0,190,-23.6124041,-46.6441521,1729130,4,9.867234072411426,0
3.0,2.0,200,-23.5649491,-46.6611388,2252400,3,138.21141843700624,0
3.0,2.0,300,-23.5380347,-46.6547368,2647120,4,39.0,1
2.0,2.0,60,-23.5192137,-46.7061856,353712,5,20.0,1
3.0,4.0,228,-23.594701,-46.6322581,1959600,2,171.82553237563582,0
3.0,4.0,165,-23.6449195,-46.6664751,1046650,5,63.0,1
4.0,3.0,188,-23.5681261,-46.6653552,2681660,1,60.0,1
4.0,3.0,200,-23.5460417,-46.5678852,1408330,4,208.16287636777463,0
4.0,5.0,401,-23.6205318,-46.7361626,3147980,5,56.01413966835026,0
3.0,3.0,120,-23.5503938,-46.691509,1645180,5,141.46220445880886,0
4.0,2.0,144,-23.5851282,-46.6806016,1738240,1,34.0,1
4.0,5.0,222,-23.6366667,-46.73,1886300,5,159.84617544494185,0
3.0,2.0,138,-23.5546535,-46.6761907,1298730,1,50.0,1
2.0,1.0,73,-23.6376116,-46.6442342,465714,2,117.53334613960058,0
3.0,2.0,218,-23.5461785,-46.6563286,2442990,2,171.91530849923356,0
2.0,1.0,70,-23.6475312,-46.6662263,513754,2,53.32894306270609,0
4.0,2.0,130,-23.5502803,-46.7164256,1287910,3,97.0,1
2.0,1.0,80,-23.5813643,-46.6309516,676956,4,41.0,1
3.0,2.0,125,-23.5860582,-46.6863268,1536580,5,38.0,1
2.0,2.0,77,-23.6119326,-46.6815287,967673,3,52.0,1
3.0,2.0,67,-23.6472437,-46.6368677,680975,4,337.3817607592905,0
3.0,1.0,80,-23.5564092,-46.5968867,603740,2,58.0,1
3.0,1.0,119,-23.5816624,-46.6766737,1323800,4,50.167612612515235,0
4.0,3.0,200,-23.607098,-46.655682,2133950,1,19.0,1
4.0,3.0,130,-23.5375984,-46.5779732,1102290,5,113.0,1
4.0,4.0,226,-23.5312357,-46.6897204,2739030,3,100.39409109506728,0
1.0,1.0,35,-23.5967695,-46.6705186,442842,4,51.0,1
3.0,4.0,245,-23.5708349,-46.6323273,2660270,2,287.56918987973967,0
3.0,2.0,93,-23.5639137,-46.6817567,942794,2,124.16525854225026,0
2.0,1.0,67,-23.6199628,-46.6742938,730931,3,103.03940477919969,0
3.0,3.0,163,-23.553197,-46.6755822,2126060,4,11.0,1
4.0,2.0,138,-23.6249139,-46.6957298,1494590,2,353.4117450684228,0
3.0,1.0,78,-23.6028163,-46.6452904,640471,2,100.0,1
2.0,1.0,64,-23.6194625,-46.7315866,563883,5,88.31215653952852,0
3.0,1.0,124,-23.580529,-46.6735041,1412310,2,98.0,1
2.0,1.0,60,-23.5586326,-46.6515022,545477,1,10.0,1
4.0,4.0,244,-23.6081128,-46.7081194,1242460,1,174.0,1
2.0,1.0,68,-23.5779914,-46.6396444,782793,3,59.0,1
3.0,2.0,100,-23.5446915,-46.5719649,589310,1,31.0,1
4.0,5.0,301,-23.6304703,-46.719101,3054050,4,146.80385462220832,0
4.0,3.0,170,-23.5852985,-46.6291608,1634230,4,272.5566867947738,0
3.0,2.0,117,-23.5899612,-46.628627,941963,5,12.0,1
3.0,2.0,97,-23.5348065,-46.6784266,1267470,3,209.56296681991802,0
4.0,4.0,206,-23.599023,-46.6653395,2687810,2,286.37710425355107,0
2.0,1.0,80,-23.5921157,-46.6353539,606597,3,6.0,1
3.0,3.0,187,-23.6236253,-46.7378955,1362200,3,0.22596778349805557,0
2.0,2.0,71,-23.5596787,-46.6663101,798036,3,9.961875325766059,0
2.0,1.0,147,-23.556636,-46.654043,1287700,4,24.54967140912317,0
2.0,1.0,75,-23.543483,-46.6943706,596399,1,140.18389726808954,0
3.0,1.0,103,-23.5429211,-46.6735047,744387,1,94.5228175858053,0
1.0,1.0,33,-23.5568487,-46.6746325,300250,3,9.09552481962319,0
2.0,1.0,75,-23.58672,-46.631784,724925,5,244.0699759236062,0
3.0,3.0,134,-23.5547075,-46.6852367,1428280,4,104.81869948696331,0
3.0,3.0,214,-23.5331445,-46.6844115,2204930,4,102.4180439483793,0
2.0,2.0,70,-23.57792,-46.5929239,299521,4,22.487196794342736,0
4.0,4.0,244,-23.528861,-46.673055,2605930,4,217.0,1
3.0,1.0,87,-23.5608129,-46.6057828,644340,5,133.13989820809215,0
3.0,1.0,130,-23.5809983,-46.6928097,2356910,5,128.48825291723267,0
4.0,4.0,257,-23.5428026,-46.7259729,3480700,5,197.0,1
2.0,1.0,76,-23.6069955,-46.69516,991766,5,287.1121407196816,0
3.0,1.0,137,-23.5801752,-46.6792311,1139480,1,6.0,1
3.0,1.0,120,-23.5613982,-46.6503783,1283170,5,68.69884417931426,0
2.0,1.0,56,-23.6276487,-46.6386483,587248,3,205.9136581601872,0
2.0,1.0,82,-23.501932,-46.6271057,546740,2,31.0,1
3.0,2.0,102,-23.5837127,-46.6450321,956479,2,16.95876214222991,0
4.0,4.0,387,-23.5999582,-46.6680962,4498090,2,187.9079121516178,0
4.0,4.0,230,-23.5771695,-46.6465035,3710080,2,205.05245706231022,0
4.0,3.0,146,-23.6266656,-46.6712169,1277780,3,139.0,1
2.0,1.0,70,-23.6013775,-46.6215543,496675,1,55.3929364804261,0
2.0,1.0,64,-23.5901571,-46.7216557,421300,4,9.0,1
4.0,3.0,225,-23.569209,-46.6326173,2477980,2,83.02950620810604,0
4.0,3.0,255,-23.6097638,-46.6195302,2396210,3,11.0,1
4.0,3.0,156,-23.5686717,-46.5946807,1052950,4,219.0,1
3.0,2.0,105,-23.5638596,-46.5843757,777651,1,209.0,1
2.0,2.0,61,-23.601446,-46.717651,546853,4,179.0,1
4.0,3.0,200,-23.5333561,-46.6641897,1463260,1,33.0,1
3.0,2.0,72,-23.607754,-46.621268,610894,3,126.0,1
4.0,3.0,230,-23.5864142,-46.6838048,3220590,3,116.53551608664915,0
4.0,4.0,169,-23.5344259,-46.6837059,1935480,2,268.91802967177614,0
3.0,3.0,237,-23.5543161,-46.6817062,2500850,3,279.68608453447933,0
2.0,2.0,65,-23.6438322,-46.6022187,318041,1,50.0,1
3.0,3.0,280,-23.6268033,-46.6713379,3081500,1,11.0,1
4.0,3.0,114,-23.4949921,-46.6308061,841943,1,251.35808288018785,0
3.0,2.0,132,-23.6280297,-46.6902932,803166,2,1.0,1
1.0,1.0,45,-23.583371,-46.6745547,638731,3,256.9676451432439,0
3.0,2.0,126,-23.6405169,-46.6966892,1384390,4,287.86286078002064,0
3.0,1.0,125,-23.5403037,-46.6579222,1259550,2,149.58622377787813,0
2.0,1.0,55,-23.6421976,-46.6623375,311394,3,8.0,1
4.0,2.0,154,-23.6073637,-46.6583578,1706950,5,134.0,1
3.0,1.0,92,-23.5977661,-46.6351227,577505,2,176.0,1
2.0,1.0,90,-23.5865687,-46.6392502,570752,3,271.0,1
3.0,1.0,130,-23.5612434,-46.6729236,1298780,1,225.39309268847407,0
3.0,3.0,131,-23.6256943,-46.7183279,1561290,3,195.26798409231617,0
4.0,2.0,180,-23.608005,-46.6579979,2357540,2,6.228065961861047,0
1.0,1.0,49,-23.6134577,-46.6792943,511970,2,95.53121876451112,0
2.0,1.0,90,-23.5588671,-46.6728645,914990,3,187.0,1
3.0,1.0,120,-23.5628351,-46.6818578,1497070,4,94.0,1
1.0,1.0,38,-23.5756872,-46.647996,465877,1,21.075951693019167,0
3.0,2.0,112,-23.6089443,-46.659653,1292670,3,36.88417473426057,0
2.0,1.0,160,-23.635261,-46.7105662,1307920,2,23.0,1
2.0,1.0,70,-23.5290971,-46.7283663,371055,1,7.0,1
3.0,1.0,98,-23.627757,-46.6654404,854646,5,207.90195132685454,0
3.0,1.0,130,-23.5734996,-46.6595003,1365260,3,217.4879844974253,0
3.0,4.0,170,-23.6046798,-46.6731427,2646920,2,325.87201559946755,0
3.0,1.0,140,-23.580022,-46.6921882,2489310,2,324.15324240239204,0
3.0,6.0,246,-23.5503938,-46.691509,3372630,4,265.29639534264476,0
2.0,1.0,60,-23.6350403,-46.6611663,397315,4,252.0,1
3.0,3.0,127,-23.6112635,-46.7332429,912806,5,285.44761351380544,0
3.0,2.0,142,-23.5965589,-46.6489143,1142580,5,25.0,1
3.0,1.0,154,-23.5770171,-46.6501558,1624900,3,114.94708806887212,0
3.0,2.0,100,-23.6107827,-46.7325008,798644,4,259.24865950239416,0
2.0,1.0,85,-23.539367,-46.680335,838258,4,62.92903908361146,0
4.0,3.0,210,-23.5811222,-46.5891764,1544340,2,3.0,1
3.0,2.0,82,-23.5279823,-46.6806778,1090910,5,95.31342107604075,0
3.0,2.0,142,-23.535524,-46.6748825,1611940,2,255.74129643912968,0
3.0,1.0,165,-23.5408524,-46.6609109,1329690,4,120.8168357557949,0
3.0,3.0,172,-23.5880488,-46.6450393,1566050,2,7.0,1
1.0,1.0,38,-23.6261708,-46.7356607,306450,3,19.0,1
2.0,1.0,86,-23.6073293,-46.6422607,754243,3,33.341555309605376,0
3.0,2.0,165,-23.6105308,-46.6804342,1123630,4,171.93245456436466,0
4.0,3.0,173,-23.6390494,-46.7007211,1833200,2,304.0,1
2.0,2.0,124,-23.6123054,-46.7055411,1089500,5,157.0,1
3.0,2.0,120,-23.5618007,-46.679548,1090630,5,62.0,1
4.0,4.0,223,-23.5546951,-46.5689002,1616360,2,206.0,1
2.0,1.0,90,-23.5651122,-46.6657409,1210980,5,230.11611989991908,0
2.0,1.0,60,-23.6268047,-46.7304217,577289,3,22.0,1
3.0,2.0,96,-23.532598,-46.685157,1085800,5,217.57754277157926,0
4.0,4.0,204,-23.6076362,-46.7275704,1306650,4,70.0,1
3.0,2.0,88,-23.533662,-46.659511,789504,1,4.0,1
2.0,4.0,200,-23.5547603,-46.5679589,1763110,3,327.7648272752473,0
3.0,1.0,182,-23.569663,-46.650804,1876960,4,20.436856297377354,0
4.0,2.0,154,-23.5941606,-46.6708752,2059260,1,306.9174547917277,0
3.0,1.0,110,-23.570171,-46.6547996,1490950,4,196.0,1
4.0,5.0,326,-23.6114944,-46.706567,2184380,5,176.85073761221656,0
3.0,3.0,130,-23.5923288,-46.6034985,1028320,1,35.0,1
4.0,2.0,146,-23.5643327,-46.6637262,1770140,4,102.0,1
4.0,4.0,352,-23.6256943,-46.7183279,4195220,1,151.54810759887332,0
4.0,3.0,172,-23.6104107,-46.6565081,2172560,1,107.0,1
2.0,1.0,69,-23.6241701,-46.6018279,337613,1,3.0,1
3.0,1.0,108,-23.5906641,-46.6368662,971011,4,171.0,1
3.0,1.0,74,-23.5031778,-46.6214002,493399,1,24.0,1
3.0,3.0,259,-23.6320602,-46.7328415,2128460,4,107.30001248748455,0
3.0,2.0,137,-23.5710964,-46.6336705,1182320,1,266.28181634891666,0
3.0,1.0,130,-23.5786592,-46.6736466,967890,4,101.0,1
4.0,4.0,335,-23.6364718,-46.7276921,3348810,3,177.30742919455375,0
4.0,4.0,185,-23.5328553,-46.6667034,2300230,3,214.21490545611718,0
3.0,3.0,131,-23.6073,-46.620271,994346,4,100.04269662560188,0
3.0,1.0,122,-23.5407409,-46.6527673,884383,3,86.0,1
3.0,1.0,147,-23.5647298,-46.6426518,1146270,5,102.0,1
2.0,1.0,63,-23.6082511,-46.6387302,622706,3,69.20089880138246,0
3.0,2.0,107,-23.6136473,-46.6438208,902055,4,6.293563583330504,0
4.0,4.0,240,-23.6261841,-46.6847574,2913520,1,110.1391789669981,0
4.0,2.0,141,-23.6250926,-46.7199775,1680470,3,353.3651294370413,0
4.0,4.0,260,-23.6366667,-46.73,1743680,5,175.0,1
2.0,1.0,75,-23.587501,-46.632405,852413,5,146.31060272030163,0
3.0,3.0,245,-23.6247569,-46.7322054,1389200,3,164.0,1
1.0,2.0,90,-23.5634426,-46.6491883,1119980,5,98.75734383393421,0
3.0,1.0,86,-23.5423455,-46.6849057,782264,1,130.07701590027642,0
2.0,2.0,105,-23.5833198,-46.6326135,1037230,3,119.89136675399307,0
3.0,2.0,110,-23.606603,-46.623249,626580,3,10.0,1
4.0,4.0,209,-23.5757886,-46.691798,3351760,5,224.15405752511992,0
2.0,1.0,100,-23.5556199,-46.6562802,907082,5,14.0,1
3.0,3.0,129,-23.6207502,-46.6748723,1397050,5,253.96003140252623,0
2.0,1.0,100,-23.5709018,-46.6460254,1151170,2,156.96247507252158,0
3.0,2.0,97,-23.56221,-46.630224,960702,1,65.0,1
3.0,4.0,225,-23.5434098,-46.7244373,2553670,1,17.0,1
3.0,2.0,155,-23.5352454,-46.6654185,1809200,2,69.0,1
3.0,2.0,83,-23.5293099,-46.6872713,915078,4,12.0,1
3.0,2.0,113,-23.6001335,-46.6692858,1617070,1,8.0,1
4.0,4.0,238,-23.5815593,-46.6778332,4196610,2,86.96057874002378,0
1.0,1.0,40,-23.5826308,-46.6817604,530060,5,11.0,1
3.0,1.0,86,-23.6361373,-46.7390978,1024970,4,124.25099850449617,0
2.0,1.0,76,-23.5614705,-46.6863474,810860,5,83.0,1
3.0,1.0,110,-23.535651,-46.6687064,1177590,2,194.90184162747948,0
3.0,1.0,120,-23.5549352,-46.6634685,1344770,4,284.6498715164198,0
2.0,1.0,78,-23.5510825,-46.6473438,1188060,5,303.72927594442626,0
4.0,3.0,142,-23.5963025,-46.6073446,1380680,2,37.0,1
4.0,3.0,252,-23.604158,-46.613577,2531390,5,140.72185924366238,0
4.0,4.0,213,-23.6000314,-46.6716161,2736100,5,92.3177320735459,0
3.0,1.0,92,-23.5817741,-46.6364345,778499,4,149.8594293000704,0
4.0,3.0,180,-23.6069166,-46.6545875,1949050,4,151.03586454582307,0
1.0,1.0,38,-23.6052424,-46.6618116,557554,1,90.59842904513934,0
4.0,4.0,208,-23.5288428,-46.5694502,1451740,3,86.0,1
3.0,3.0,130,-23.6039811,-46.6680241,2007240,2,201.1020512274574,0
4.0,4.0,274,-23.6246455,-46.6739097,3580600,2,165.0,1
1.0,1.0,42,-23.5865922,-46.6263166,327882,3,10.0,1
3.0,3.0,180,-23.537061,-46.6787035,1689540,5,8.0,1
4.0,2.0,178,-23.6120548,-46.6826467,1673410,5,11.962628018889081,0
3.0,2.0,93,-23.6104825,-46.6913826,937586,5,126.91089610053334,0
3.0,2.0,141,-23.5520013,-46.5935742,924920,4,63.0,1
3.0,3.0,213,-23.5899612,-46.628627,1809350,1,62.0,1
